1.0060,1.0060,1.0060,1.0060,1.0060,1.0059,1.0059,1.0059,1.0059,1.0059,1.0059,1.0059,1.0059,1.0058,1.0058,1.0058,1.0057,1.0057,1.0057,1.0057,1.0057,1.0058,1.0057,1.0058,1.0058,1.0057,1.0057,1.0057,1.0057,1.0057,1.0057,1.0057,1.0056,1.0057,1.0057,1.0056,1.0055,1.0055,1.0056,1.0055,1.0055,1.0055,1.0055,1.0053,1.0051,1.0051,1.0050,1.0050,1.0050,1.0052,1.0053,1.0054,1.0054,1.0054,1.0054,1.0052,1.0050,1.0048,1.0047,1.0048,1.0050,1.0052,1.0053,1.0053,1.0053,1.0053,1.0051,1.0048,1.0048,1.0048,1.0050,1.0052,1.0053,1.0054,1.0054,1.0055,1.0054,1.0054,1.0054,1.0055,1.0055,1.0054,1.0055,1.0055,1.0055,1.0055,1.0055,1.0055,1.0055,1.0056,1.0056,1.0056,1.0056,1.0056,1.0056,1.0056,1.0056,1.0056,1.0057,1.0057,1.0057,1.0057,1.0058,1.0058,1.0058,1.0058,1.0058,1.0058,1.0058,1.0058,1.0058,1.0059,1.0059,1.0058,1.0059,1.0059,1.0059,1.0059,1.0059,1.0059,1.0059,1.0059,1.0059,1.0060,1.0060,1.0060,1.0060,1.0060
1.0058,1.0058,1.0058,1.0058,1.0058,1.0058,1.0058,1.0058,1.0058,1.0058,1.0058,1.0058,1.0057,1.0056,1.0056,1.0055,1.0055,1.0054,1.0053,1.0054,1.0055,1.0055,1.0056,1.0056,1.0056,1.0055,1.0054,1.0054,1.0054,1.0055,1.0055,1.0055,1.0055,1.0056,1.0056,1.0055,1.0054,1.0054,1.0054,1.0054,1.0054,1.0054,1.0053,1.0049,1.0046,1.0046,1.0047,1.0049,1.0051,1.0053,1.0054,1.0053,1.0053,1.0053,1.0050,1.0048,1.0045,1.0045,1.0046,1.0048,1.0051,1.0052,1.0051,1.0050,1.0051,1.0053,1.0052,1.0049,1.0047,1.0046,1.0046,1.0048,1.0049,1.0052,1.0053,1.0054,1.0054,1.0053,1.0053,1.0054,1.0054,1.0053,1.0052,1.0052,1.0052,1.0053,1.0054,1.0054,1.0054,1.0055,1.0055,1.0055,1.0055,1.0055,1.0055,1.0055,1.0054,1.0055,1.0055,1.0056,1.0056,1.0056,1.0056,1.0057,1.0057,1.0057,1.0057,1.0057,1.0057,1.0057,1.0057,1.0057,1.0057,1.0056,1.0056,1.0057,1.0057,1.0057,1.0057,1.0057,1.0058,1.0058,1.0058,1.0058,1.0058,1.0058,1.0058,1.0058
1.0057,1.0057,1.0057,1.0057,1.0057,1.0057,1.0057,1.0057,1.0057,1.0057,1.0057,1.0057,1.0056,1.0055,1.0055,1.0054,1.0052,1.0051,1.0050,1.0050,1.0052,1.0052,1.0052,1.0052,1.0052,1.0051,1.0050,1.0050,1.0051,1.0052,1.0053,1.0053,1.0054,1.0054,1.0055,1.0054,1.0053,1.0053,1.0053,1.0052,1.0051,1.0051,1.0049,1.0046,1.0043,1.0044,1.0047,1.0051,1.0053,1.0054,1.0054,1.0052,1.0050,1.0048,1.0045,1.0042,1.0043,1.0044,1.0047,1.0050,1.0051,1.0050,1.0048,1.0047,1.0050,1.0053,1.0054,1.0052,1.0049,1.0046,1.0044,1.0043,1.0044,1.0047,1.0049,1.0052,1.0052,1.0052,1.0052,1.0053,1.0053,1.0051,1.0049,1.0049,1.0049,1.0051,1.0052,1.0053,1.0053,1.0054,1.0054,1.0054,1.0054,1.0054,1.0054,1.0053,1.0052,1.0053,1.0053,1.0054,1.0054,1.0055,1.0055,1.0055,1.0056,1.0056,1.0056,1.0056,1.0056,1.0056,1.0056,1.0056,1.0055,1.0054,1.0053,1.0053,1.0054,1.0054,1.0054,1.0055,1.0056,1.0057,1.0057,1.0057,1.0057,1.0057,1.0057,1.0057
1.0056,1.0056,1.0056,1.0056,1.0056,1.0056,1.0056,1.0056,1.0056,1.0056,1.0056,1.0056,1.0056,1.0055,1.0054,1.0053,1.0051,1.0050,1.0048,1.0049,1.0049,1.0048,1.0046,1.0046,1.0047,1.0047,1.0047,1.0047,1.0048,1.0048,1.0049,1.0049,1.0050,1.0052,1.0053,1.0053,1.0052,1.0052,1.0052,1.0050,1.0046,1.0044,1.0043,1.0043,1.0043,1.0046,1.0050,1.0053,1.0054,1.0054,1.0051,1.0048,1.0045,1.0042,1.0040,1.0040,1.0044,1.0047,1.0050,1.0050,1.0049,1.0047,1.0046,1.0047,1.0050,1.0053,1.0054,1.0054,1.0052,1.0049,1.0045,1.0042,1.0040,1.0041,1.0043,1.0047,1.0048,1.0049,1.0051,1.0051,1.0051,1.0049,1.0047,1.0046,1.0047,1.0049,1.0051,1.0052,1.0052,1.0053,1.0054,1.0053,1.0053,1.0053,1.0053,1.0053,1.0051,1.0051,1.0051,1.0050,1.0051,1.0052,1.0052,1.0054,1.0055,1.0055,1.0054,1.0055,1.0055,1.0055,1.0054,1.0054,1.0053,1.0050,1.0049,1.0050,1.0051,1.0052,1.0053,1.0054,1.0055,1.0056,1.0056,1.0056,1.0056,1.0056,1.0056,1.0056
1.0055,1.0055,1.0055,1.0055,1.0055,1.0055,1.0055,1.0055,1.0055,1.0055,1.0055,1.0055,1.0055,1.0055,1.0055,1.0054,1.0052,1.0050,1.0049,1.0049,1.0047,1.0044,1.0042,1.0041,1.0042,1.0044,1.0045,1.0046,1.0046,1.0045,1.0043,1.0043,1.0045,1.0048,1.0050,1.0050,1.0050,1.0050,1.0050,1.0047,1.0041,1.0038,1.0039,1.0043,1.0046,1.0050,1.0053,1.0055,1.0053,1.0050,1.0046,1.0041,1.0038,1.0038,1.0039,1.0043,1.0047,1.0050,1.0050,1.0047,1.0046,1.0046,1.0047,1.0050,1.0051,1.0052,1.0053,1.0055,1.0055,1.0053,1.0049,1.0045,1.0041,1.0038,1.0037,1.0039,1.0040,1.0043,1.0046,1.0047,1.0047,1.0046,1.0045,1.0046,1.0048,1.0050,1.0051,1.0051,1.0051,1.0052,1.0053,1.0053,1.0052,1.0053,1.0053,1.0052,1.0051,1.0050,1.0048,1.0047,1.0047,1.0048,1.0049,1.0051,1.0053,1.0053,1.0052,1.0052,1.0052,1.0051,1.0051,1.0051,1.0050,1.0048,1.0047,1.0048,1.0050,1.0051,1.0053,1.0054,1.0055,1.0055,1.0055,1.0055,1.0055,1.0055,1.0055,1.0055
1.0054,1.0054,1.0054,1.0054,1.0054,1.0054,1.0054,1.0054,1.0054,1.0054,1.0054,1.0054,1.0054,1.0055,1.0055,1.0055,1.0054,1.0053,1.0052,1.0050,1.0048,1.0044,1.0040,1.0040,1.0041,1.0044,1.0047,1.0048,1.0047,1.0044,1.0040,1.0039,1.0040,1.0042,1.0044,1.0043,1.0043,1.0043,1.0044,1.0042,1.0038,1.0037,1.0041,1.0046,1.0050,1.0053,1.0055,1.0054,1.0049,1.0042,1.0037,1.0035,1.0036,1.0039,1.0043,1.0047,1.0049,1.0050,1.0047,1.0044,1.0045,1.0047,1.0050,1.0052,1.0052,1.0051,1.0052,1.0053,1.0055,1.0055,1.0053,1.0050,1.0045,1.0040,1.0036,1.0034,1.0033,1.0034,1.0035,1.0038,1.0042,1.0044,1.0046,1.0048,1.0050,1.0051,1.0051,1.0051,1.0050,1.0051,1.0052,1.0052,1.0051,1.0052,1.0053,1.0053,1.0051,1.0050,1.0048,1.0046,1.0045,1.0045,1.0046,1.0049,1.0050,1.0049,1.0048,1.0048,1.0047,1.0046,1.0046,1.0047,1.0048,1.0047,1.0047,1.0049,1.0051,1.0052,1.0053,1.0054,1.0054,1.0054,1.0054,1.0054,1.0054,1.0054,1.0054,1.0054
1.0053,1.0053,1.0053,1.0053,1.0053,1.0053,1.0053,1.0053,1.0053,1.0053,1.0053,1.0053,1.0053,1.0054,1.0055,1.0055,1.0055,1.0055,1.0055,1.0053,1.0050,1.0046,1.0043,1.0043,1.0044,1.0047,1.0049,1.0050,1.0049,1.0045,1.0042,1.0039,1.0038,1.0037,1.0036,1.0033,1.0032,1.0033,1.0036,1.0038,1.0039,1.0041,1.0045,1.0048,1.0051,1.0052,1.0052,1.0050,1.0042,1.0034,1.0032,1.0034,1.0039,1.0043,1.0046,1.0048,1.0047,1.0046,1.0044,1.0045,1.0047,1.0050,1.0052,1.0053,1.0051,1.0049,1.0050,1.0051,1.0053,1.0054,1.0055,1.0054,1.0051,1.0046,1.0041,1.0036,1.0032,1.0028,1.0025,1.0029,1.0039,1.0045,1.0048,1.0051,1.0052,1.0052,1.0051,1.0050,1.0049,1.0049,1.0050,1.0050,1.0049,1.0050,1.0051,1.0051,1.0050,1.0049,1.0048,1.0046,1.0044,1.0044,1.0044,1.0045,1.0044,1.0042,1.0041,1.0042,1.0041,1.0041,1.0041,1.0044,1.0046,1.0048,1.0049,1.0051,1.0052,1.0053,1.0054,1.0054,1.0054,1.0053,1.0053,1.0053,1.0053,1.0053,1.0053,1.0053
1.0052,1.0052,1.0052,1.0052,1.0052,1.0052,1.0052,1.0052,1.0052,1.0051,1.0051,1.0051,1.0052,1.0052,1.0053,1.0054,1.0055,1.0056,1.0056,1.0055,1.0053,1.0050,1.0049,1.0048,1.0048,1.0048,1.0049,1.0050,1.0049,1.0048,1.0046,1.0043,1.0039,1.0035,1.0032,1.0026,1.0021,1.0023,1.0030,1.0036,1.0041,1.0044,1.0046,1.0046,1.0046,1.0045,1.0043,1.0040,1.0035,1.0031,1.0034,1.0039,1.0043,1.0046,1.0045,1.0044,1.0043,1.0044,1.0045,1.0048,1.0051,1.0053,1.0052,1.0052,1.0049,1.0048,1.0048,1.0049,1.0050,1.0052,1.0054,1.0056,1.0055,1.0052,1.0047,1.0042,1.0038,1.0032,1.0028,1.0031,1.0041,1.0048,1.0050,1.0052,1.0052,1.0051,1.0050,1.0048,1.0046,1.0046,1.0047,1.0045,1.0044,1.0044,1.0045,1.0045,1.0045,1.0045,1.0045,1.0044,1.0043,1.0042,1.0042,1.0041,1.0038,1.0034,1.0034,1.0037,1.0038,1.0038,1.0040,1.0043,1.0047,1.0050,1.0053,1.0054,1.0054,1.0054,1.0054,1.0053,1.0053,1.0052,1.0052,1.0052,1.0052,1.0052,1.0052,1.0052
1.0051,1.0051,1.0051,1.0051,1.0051,1.0051,1.0051,1.0050,1.0050,1.0050,1.0049,1.0049,1.0049,1.0050,1.0051,1.0053,1.0054,1.0055,1.0056,1.0056,1.0055,1.0054,1.0054,1.0053,1.0051,1.0048,1.0045,1.0046,1.0048,1.0049,1.0049,1.0046,1.0042,1.0037,1.0034,1.0028,1.0024,1.0027,1.0032,1.0038,1.0041,1.0042,1.0040,1.0038,1.0035,1.0032,1.0030,1.0028,1.0030,1.0034,1.0040,1.0044,1.0044,1.0043,1.0042,1.0041,1.0042,1.0045,1.0049,1.0052,1.0053,1.0052,1.0051,1.0049,1.0048,1.0047,1.0047,1.0047,1.0048,1.0050,1.0052,1.0055,1.0056,1.0055,1.0053,1.0049,1.0046,1.0041,1.0037,1.0038,1.0043,1.0047,1.0049,1.0050,1.0049,1.0047,1.0046,1.0044,1.0041,1.0040,1.0040,1.0038,1.0035,1.0034,1.0036,1.0036,1.0035,1.0036,1.0037,1.0037,1.0037,1.0037,1.0037,1.0037,1.0034,1.0030,1.0031,1.0036,1.0039,1.0040,1.0042,1.0045,1.0049,1.0053,1.0055,1.0055,1.0055,1.0054,1.0053,1.0052,1.0051,1.0051,1.0051,1.0051,1.0051,1.0051,1.0051,1.0051
1.0050,1.0050,1.0050,1.0050,1.0050,1.0050,1.0050,1.0049,1.0049,1.0048,1.0047,1.0046,1.0046,1.0047,1.0049,1.0051,1.0053,1.0053,1.0054,1.0055,1.0056,1.0057,1.0057,1.0056,1.0053,1.0046,1.0041,1.0041,1.0044,1.0046,1.0047,1.0046,1.0043,1.0041,1.0039,1.0035,1.0031,1.0031,1.0033,1.0035,1.0035,1.0033,1.0029,1.0026,1.0024,1.0018,1.0018,1.0022,1.0032,1.0041,1.0046,1.0045,1.0041,1.0040,1.0041,1.0042,1.0046,1.0049,1.0053,1.0054,1.0052,1.0050,1.0048,1.0047,1.0046,1.0046,1.0046,1.0046,1.0047,1.0047,1.0049,1.0052,1.0055,1.0056,1.0056,1.0055,1.0052,1.0050,1.0046,1.0043,1.0041,1.0040,1.0041,1.0041,1.0040,1.0038,1.0038,1.0035,1.0031,1.0030,1.0029,1.0027,1.0025,1.0025,1.0027,1.0026,1.0023,1.0023,1.0026,1.0028,1.0029,1.0030,1.0032,1.0034,1.0034,1.0033,1.0035,1.0040,1.0043,1.0045,1.0047,1.0050,1.0052,1.0055,1.0056,1.0055,1.0054,1.0052,1.0051,1.0050,1.0050,1.0050,1.0050,1.0050,1.0050,1.0050,1.0050,1.0050
1.0049,1.0049,1.0049,1.0049,1.0049,1.0049,1.0049,1.0048,1.0048,1.0047,1.0045,1.0043,1.0043,1.0044,1.0046,1.0048,1.0050,1.0051,1.0051,1.0053,1.0055,1.0057,1.0058,1.0057,1.0054,1.0047,1.0041,1.0040,1.0041,1.0041,1.0041,1.0040,1.0040,1.0040,1.0040,1.0038,1.0034,1.0031,1.0028,1.0028,1.0028,1.0027,1.0019,1.0009,1.0014,1.0017,1.0022,1.0028,1.0038,1.0045,1.0047,1.0043,1.0040,1.0041,1.0044,1.0047,1.0050,1.0053,1.0054,1.0053,1.0050,1.0048,1.0046,1.0046,1.0045,1.0045,1.0045,1.0045,1.0045,1.0046,1.0047,1.0049,1.0051,1.0054,1.0055,1.0056,1.0056,1.0055,1.0052,1.0046,1.0038,1.0031,1.0028,1.0027,1.0027,1.0026,1.0027,1.0024,1.0020,1.0017,1.0017,1.0018,1.0020,1.0023,1.0023,1.0016,0.9909,1.0014,1.0023,1.0025,1.0026,1.0028,1.0031,1.0034,1.0038,1.0040,1.0043,1.0046,1.0049,1.0051,1.0052,1.0053,1.0054,1.0054,1.0054,1.0053,1.0051,1.0050,1.0049,1.0048,1.0048,1.0049,1.0049,1.0049,1.0049,1.0049,1.0049,1.0049
1.0048,1.0048,1.0048,1.0048,1.0048,1.0048,1.0048,1.0048,1.0048,1.0046,1.0045,1.0042,1.0042,1.0042,1.0043,1.0045,1.0046,1.0047,1.0048,1.0050,1.0053,1.0055,1.0056,1.0057,1.0055,1.0050,1.0046,1.0042,1.0040,1.0037,1.0035,1.0035,1.0035,1.0035,1.0037,1.0038,1.0036,1.0032,1.0026,1.0025,1.0028,1.0030,1.0026,1.0025,1.0028,1.0030,1.0033,1.0036,1.0040,1.0043,1.0043,1.0041,1.0043,1.0045,1.0049,1.0052,1.0054,1.0053,1.0052,1.0050,1.0047,1.0045,1.0045,1.0044,1.0044,1.0044,1.0044,1.0044,1.0044,1.0044,1.0045,1.0046,1.0048,1.0050,1.0052,1.0055,1.0057,1.0057,1.0055,1.0049,1.0039,1.0026,1.0016,1.0011,1.0014,1.0013,1.0015,0.9974,1.0003,1.0015,1.0020,1.0021,1.0026,1.0030,1.0031,1.0028,1.0022,1.0024,1.0030,1.0030,1.0031,1.0032,1.0034,1.0038,1.0043,1.0047,1.0050,1.0052,1.0054,1.0055,1.0055,1.0054,1.0053,1.0052,1.0050,1.0049,1.0048,1.0047,1.0047,1.0047,1.0047,1.0048,1.0048,1.0048,1.0048,1.0048,1.0048,1.0048
1.0047,1.0047,1.0047,1.0047,1.0047,1.0047,1.0047,1.0047,1.0047,1.0047,1.0046,1.0044,1.0043,1.0042,1.0041,1.0041,1.0041,1.0042,1.0043,1.0046,1.0049,1.0051,1.0053,1.0054,1.0054,1.0053,1.0051,1.0047,1.0043,1.0039,1.0035,1.0034,1.0034,1.0034,1.0036,1.0039,1.0039,1.0037,1.0032,1.0032,1.0035,1.0038,1.0039,1.0040,1.0041,1.0039,1.0037,1.0037,1.0039,1.0039,1.0041,1.0043,1.0047,1.0051,1.0054,1.0055,1.0053,1.0051,1.0049,1.0046,1.0045,1.0044,1.0043,1.0043,1.0043,1.0043,1.0043,1.0043,1.0043,1.0043,1.0043,1.0044,1.0045,1.0047,1.0049,1.0052,1.0055,1.0057,1.0057,1.0053,1.0044,1.0034,1.0023,1.0005,0.9925,1.0011,1.0022,1.0000,1.0022,1.0028,1.0032,1.0033,1.0037,1.0041,1.0042,1.0041,1.0040,1.0039,1.0041,1.0040,1.0040,1.0041,1.0042,1.0044,1.0048,1.0053,1.0055,1.0056,1.0056,1.0055,1.0053,1.0051,1.0049,1.0047,1.0045,1.0045,1.0045,1.0045,1.0045,1.0046,1.0047,1.0047,1.0047,1.0047,1.0047,1.0047,1.0047,1.0047
1.0046,1.0046,1.0046,1.0046,1.0046,1.0046,1.0046,1.0046,1.0047,1.0047,1.0047,1.0047,1.0046,1.0044,1.0040,1.0038,1.0037,1.0036,1.0035,1.0040,1.0045,1.0047,1.0048,1.0051,1.0053,1.0053,1.0053,1.0051,1.0048,1.0044,1.0041,1.0040,1.0038,1.0037,1.0039,1.0042,1.0045,1.0044,1.0042,1.0042,1.0045,1.0048,1.0050,1.0050,1.0048,1.0042,1.0037,1.0036,1.0038,1.0039,1.0043,1.0048,1.0052,1.0054,1.0055,1.0054,1.0051,1.0047,1.0045,1.0044,1.0043,1.0042,1.0042,1.0042,1.0042,1.0042,1.0042,1.0042,1.0042,1.0042,1.0042,1.0043,1.0043,1.0044,1.0045,1.0048,1.0052,1.0054,1.0055,1.0055,1.0051,1.0045,1.0039,1.0033,1.0031,1.0032,1.0036,1.0037,1.0039,1.0042,1.0044,1.0045,1.0047,1.0050,1.0050,1.0051,1.0051,1.0051,1.0051,1.0050,1.0049,1.0049,1.0049,1.0050,1.0052,1.0055,1.0057,1.0056,1.0055,1.0052,1.0048,1.0045,1.0044,1.0043,1.0042,1.0043,1.0044,1.0045,1.0045,1.0046,1.0046,1.0046,1.0046,1.0046,1.0046,1.0046,1.0046,1.0046
1.0045,1.0045,1.0045,1.0045,1.0045,1.0045,1.0045,1.0045,1.0045,1.0046,1.0047,1.0048,1.0048,1.0046,1.0042,1.0039,1.0036,1.0032,1.0029,1.0033,1.0039,1.0041,1.0042,1.0046,1.0050,1.0052,1.0053,1.0053,1.0052,1.0050,1.0048,1.0047,1.0045,1.0044,1.0045,1.0048,1.0050,1.0051,1.0051,1.0051,1.0052,1.0054,1.0055,1.0055,1.0051,1.0044,1.0039,1.0038,1.0041,1.0043,1.0047,1.0052,1.0055,1.0054,1.0053,1.0050,1.0047,1.0044,1.0043,1.0042,1.0042,1.0041,1.0041,1.0041,1.0041,1.0041,1.0041,1.0041,1.0041,1.0041,1.0041,1.0042,1.0042,1.0042,1.0043,1.0045,1.0048,1.0050,1.0052,1.0054,1.0054,1.0052,1.0050,1.0048,1.0047,1.0047,1.0047,1.0048,1.0050,1.0052,1.0053,1.0053,1.0054,1.0055,1.0055,1.0056,1.0057,1.0057,1.0057,1.0056,1.0056,1.0055,1.0054,1.0054,1.0054,1.0054,1.0053,1.0051,1.0049,1.0045,1.0041,1.0039,1.0039,1.0041,1.0041,1.0043,1.0044,1.0045,1.0045,1.0045,1.0045,1.0044,1.0045,1.0045,1.0045,1.0045,1.0045,1.0045
1.0044,1.0044,1.0044,1.0043,1.0044,1.0044,1.0044,1.0044,1.0044,1.0045,1.0046,1.0048,1.0049,1.0047,1.0045,1.0042,1.0038,1.0033,1.0028,1.0030,1.0033,1.0034,1.0034,1.0039,1.0045,1.0047,1.0049,1.0051,1.0052,1.0053,1.0052,1.0051,1.0050,1.0050,1.0051,1.0053,1.0055,1.0056,1.0056,1.0056,1.0056,1.0057,1.0058,1.0057,1.0054,1.0048,1.0044,1.0044,1.0047,1.0049,1.0052,1.0054,1.0054,1.0051,1.0049,1.0046,1.0044,1.0042,1.0041,1.0041,1.0040,1.0040,1.0040,1.0040,1.0040,1.0040,1.0040,1.0040,1.0040,1.0040,1.0040,1.0041,1.0041,1.0041,1.0041,1.0043,1.0044,1.0046,1.0048,1.0051,1.0054,1.0055,1.0055,1.0055,1.0055,1.0054,1.0054,1.0054,1.0055,1.0057,1.0057,1.0057,1.0056,1.0056,1.0056,1.0057,1.0058,1.0059,1.0060,1.0060,1.0059,1.0058,1.0057,1.0056,1.0054,1.0050,1.0045,1.0042,1.0041,1.0039,1.0036,1.0036,1.0039,1.0041,1.0043,1.0044,1.0045,1.0045,1.0045,1.0044,1.0044,1.0043,1.0044,1.0044,1.0044,1.0044,1.0044,1.0044
1.0043,1.0042,1.0042,1.0042,1.0042,1.0043,1.0043,1.0042,1.0042,1.0043,1.0045,1.0046,1.0047,1.0047,1.0046,1.0045,1.0043,1.0038,1.0034,1.0032,1.0030,1.0027,1.0024,1.0030,1.0037,1.0040,1.0041,1.0044,1.0048,1.0049,1.0049,1.0049,1.0050,1.0051,1.0052,1.0054,1.0055,1.0056,1.0056,1.0056,1.0057,1.0057,1.0058,1.0058,1.0056,1.0052,1.0050,1.0051,1.0053,1.0053,1.0053,1.0053,1.0051,1.0047,1.0044,1.0042,1.0041,1.0040,1.0039,1.0039,1.0039,1.0039,1.0039,1.0039,1.0039,1.0039,1.0039,1.0039,1.0039,1.0039,1.0039,1.0040,1.0040,1.0040,1.0040,1.0041,1.0042,1.0042,1.0043,1.0047,1.0051,1.0054,1.0056,1.0057,1.0058,1.0058,1.0057,1.0056,1.0056,1.0057,1.0056,1.0056,1.0055,1.0054,1.0053,1.0053,1.0054,1.0057,1.0060,1.0060,1.0060,1.0058,1.0056,1.0054,1.0051,1.0045,1.0037,1.0032,1.0034,1.0035,1.0037,1.0038,1.0041,1.0043,1.0044,1.0045,1.0045,1.0044,1.0044,1.0043,1.0043,1.0042,1.0042,1.0042,1.0043,1.0043,1.0043,1.0043
1.0041,1.0041,1.0041,1.0041,1.0041,1.0041,1.0042,1.0041,1.0041,1.0042,1.0043,1.0044,1.0044,1.0045,1.0046,1.0047,1.0047,1.0045,1.0043,1.0038,1.0033,1.0027,1.0019,1.0020,1.0026,1.0031,1.0031,1.0034,1.0037,1.0039,1.0041,1.0044,1.0046,1.0048,1.0048,1.0048,1.0049,1.0050,1.0051,1.0052,1.0054,1.0056,1.0056,1.0057,1.0057,1.0056,1.0055,1.0055,1.0055,1.0054,1.0050,1.0049,1.0046,1.0043,1.0041,1.0040,1.0039,1.0039,1.0038,1.0039,1.0039,1.0038,1.0038,1.0038,1.0038,1.0038,1.0038,1.0038,1.0039,1.0039,1.0039,1.0039,1.0039,1.0039,1.0039,1.0039,1.0040,1.0040,1.0040,1.0043,1.0047,1.0050,1.0054,1.0056,1.0058,1.0058,1.0056,1.0054,1.0051,1.0050,1.0050,1.0049,1.0047,1.0045,1.0045,1.0044,1.0046,1.0052,1.0057,1.0057,1.0057,1.0054,1.0051,1.0048,1.0046,1.0040,1.0033,1.0029,1.0032,1.0037,1.0040,1.0043,1.0044,1.0045,1.0045,1.0044,1.0043,1.0043,1.0042,1.0042,1.0041,1.0041,1.0041,1.0041,1.0042,1.0042,1.0042,1.0042
1.0040,1.0040,1.0040,1.0040,1.0040,1.0040,1.0040,1.0040,1.0040,1.0040,1.0041,1.0042,1.0042,1.0042,1.0044,1.0046,1.0048,1.0049,1.0049,1.0045,1.0039,1.0033,1.0025,1.0021,1.0022,1.0023,1.0020,1.0022,1.0027,1.0030,1.0035,1.0040,1.0043,1.0042,1.0039,1.0037,1.0038,1.0041,1.0044,1.0048,1.0051,1.0053,1.0054,1.0055,1.0056,1.0057,1.0057,1.0056,1.0055,1.0051,1.0046,1.0044,1.0042,1.0040,1.0038,1.0038,1.0038,1.0038,1.0037,1.0038,1.0038,1.0037,1.0037,1.0037,1.0037,1.0037,1.0038,1.0037,1.0038,1.0038,1.0038,1.0038,1.0038,1.0038,1.0038,1.0038,1.0039,1.0038,1.0038,1.0040,1.0043,1.0046,1.0049,1.0053,1.0056,1.0056,1.0054,1.0051,1.0046,1.0042,1.0041,1.0039,1.0036,1.0034,1.0034,1.0034,1.0036,1.0043,1.0049,1.0050,1.0050,1.0047,1.0041,1.0038,1.0038,1.0037,1.0035,1.0033,1.0037,1.0041,1.0044,1.0046,1.0046,1.0045,1.0044,1.0042,1.0041,1.0041,1.0041,1.0040,1.0040,1.0040,1.0040,1.0040,1.0040,1.0040,1.0040,1.0040
1.0039,1.0039,1.0039,1.0039,1.0039,1.0039,1.0039,1.0040,1.0039,1.0039,1.0040,1.0040,1.0040,1.0040,1.0041,1.0044,1.0047,1.0049,1.0050,1.0049,1.0045,1.0042,1.0038,1.0031,1.0028,1.0024,1.0014,0.9883,1.0018,1.0028,1.0036,1.0042,1.0043,1.0041,1.0035,1.0028,1.0030,1.0036,1.0042,1.0046,1.0049,1.0051,1.0051,1.0051,1.0053,1.0055,1.0055,1.0054,1.0051,1.0046,1.0042,1.0040,1.0039,1.0038,1.0037,1.0037,1.0037,1.0037,1.0036,1.0037,1.0037,1.0037,1.0037,1.0036,1.0036,1.0036,1.0037,1.0037,1.0037,1.0037,1.0037,1.0037,1.0037,1.0037,1.0037,1.0038,1.0038,1.0037,1.0036,1.0038,1.0040,1.0041,1.0044,1.0049,1.0052,1.0054,1.0053,1.0050,1.0044,1.0039,1.0035,1.0030,1.0024,1.0021,1.0028,1.0029,1.0030,1.0033,1.0037,1.0041,1.0042,1.0038,1.0030,1.0025,1.0032,1.0036,1.0040,1.0041,1.0043,1.0045,1.0047,1.0047,1.0045,1.0043,1.0042,1.0040,1.0040,1.0040,1.0040,1.0039,1.0039,1.0039,1.0039,1.0039,1.0039,1.0039,1.0039,1.0039
1.0038,1.0038,1.0038,1.0038,1.0038,1.0038,1.0038,1.0039,1.0038,1.0038,1.0038,1.0039,1.0039,1.0038,1.0039,1.0041,1.0044,1.0046,1.0048,1.0049,1.0049,1.0049,1.0048,1.0042,1.0037,1.0032,1.0025,1.0021,1.0028,1.0036,1.0042,1.0047,1.0047,1.0043,1.0037,1.0030,1.0032,1.0038,1.0044,1.0046,1.0048,1.0048,1.0048,1.0047,1.0049,1.0052,1.0051,1.0049,1.0046,1.0042,1.0038,1.0037,1.0037,1.0037,1.0036,1.0036,1.0036,1.0036,1.0036,1.0036,1.0036,1.0036,1.0036,1.0036,1.0035,1.0035,1.0036,1.0036,1.0036,1.0036,1.0036,1.0036,1.0036,1.0036,1.0036,1.0037,1.0037,1.0036,1.0035,1.0037,1.0037,1.0038,1.0040,1.0044,1.0048,1.0050,1.0051,1.0050,1.0046,1.0041,1.0035,1.0022,0.9990,1.0016,1.0030,1.0031,1.0030,1.0026,1.0027,1.0036,1.0037,1.0028,1.0007,1.0014,1.0032,1.0038,1.0045,1.0047,1.0047,1.0047,1.0046,1.0045,1.0042,1.0040,1.0039,1.0038,1.0038,1.0039,1.0039,1.0038,1.0038,1.0038,1.0038,1.0038,1.0038,1.0038,1.0038,1.0038
